schoolName,overallRecord,winPercent,conferenceRecord,conference,state,city,headCoach,coachPhone,nickname,rpiRanking,rosterDistribution,goalsFor,goalsAgainst,description,schoolUrl,schoolSize,undergradPopulation,inStateTuition,outOfStateTuition,address,facultyRatio,acceptanceLevel,acceptanceRate
East Tennessee State (Men's),7-10-1,0.41,3-7-1,Southern,Tennessee,Johnson City,Bo Oshoniyi,423-439-8438,The Buccaneers,Conference Standing: 5,"FR,FR,FR,SR,JR,FR,SO,SO,SO,FR,FR,SR,JR,FR,FR,FR,FR,SO,JR,FR,FR,SR,FR,FR,FR,FR,JR,SO",25,29,"A medium-sized, 4-year, public university. This coed college is located in a small city in a rural setting and is primarily a commuter campus. It offers certificate, bachelor's, master's and doctoral degrees.",www.etsu.edu,Medium-sized,"11,550","$7,985","$25,151","1276 Gilbreath Drive, Johnson City, TN 37614",17:1,,
Furman (Men's),12-5-5,0.71,5-4-1,Southern,South Carolina,Greenville,Doug Allison,864-982-0462,Paladins,Conference Standing: 4,"FR,JR,JR,SO,FR,SR,SO,SR,SO,JR,JR,JR,SO,SO,SO,FR,SO,JR,JR,SO,JR,FR,JR,FR,FR,FR",28,14,"A medium-sized, 4-year, private liberal arts college. This coed college is located in a small city in a suburban setting and is primarily a residential campus. It offers bachelor's and master's degrees.",www.furman.edu,Medium-sized,"2,810","$46,012","$46,012","3300 Poinsett Highway, Greenville, SC 29613",11:1,Somewhat selective,69
Mercer (Men's),14-7-0,0.67,9-2-0,Southern,Georgia,Macon,Brad Ruzzo,478-550-7063,Bears,Conference Standing: 1,"FR,JR,SR,FR,FR,FR,SO,SO,JR,JR,FR,JR,FR,SO,SO,SO,SR,SO,FR,JR,FR,FR,FR,FR,FR,FR,FR,JR",34,20,"A medium-sized, 4-year, private university. This coed college is located in a small city in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.mercer.edu,Medium-sized,"2,747","$34,750","$34,750","1400 Coleman Avenue, Macon, GA 31207",11:1,Somewhat selective,67
UNC Greensboro (Men's),6-12-2,0.33,6-5-1,Southern,North Carolina,Greensboro,Justin Maullin,336-314-1325,Spartans,Conference Standing: 3,"FR,SR,SR,FR,SO,FR,FR,JR,SO,SO,JR,JR,SR,SO,SO,SO,SO,SO,FR,SR,SR,SR,SR,JR,JR,FR,SO,SO,SO",22,26,"A medium-sized, 4-year, public university. This coed college is located in a large city in an urban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.uncg.edu,Medium-sized,"15,173","$6,733","$21,595","1400 Spring Garden Street, Greensboro, NC 27412",18:1,Somewhat selective,60
VMI (Men's),1-17-1,0.06,0-10-0,Southern,Virginia,Lexington,Richard Rose,540-460-9038,Keydets,Conference Standing: 6,"JR,JR,JR,JR,SR,FR,JR,SR,JR,SO,SR,SO,SO,FR,SR,SO,FR,JR,SO,FR,SO,FR,FR,FR,FR,FR,FR,FR,FR,FR",6,57,"A small, 4-year, public liberal arts college and military college. This coed college is located in a small town in a rural setting and is primarily a residential campus. It offers bachelor's degrees.",www.vmi.edu,Small,"1,700","$15,518","$37,574","319 Letcher Avenue, Lexington, VA 24450",12:1,Very selective,44
Wofford (Men's),11-6-1,0.65,7-2-1,Southern,South Carolina,Spartanburg,Ralph D. Polson,843-270-6445,Terriers,Conference Standing: 2,"JR,JR,SO,SR,SR,SO,SR,SO,SO,FR,SR,SR,FR,SR,JR,JR,JR,FR,SR,JR,JR,SO,JR,JR,FR,SR,JR,SO,JR,SR,SO,FR,FR",40,23,"A small, 4-year, private liberal arts college. This coed college is located in a small city in an urban setting and is primarily a residential campus. It offers bachelor's degrees.",www.wofford.edu,Small,"1,608","$38,705","$38,705","429 North Church Street, Spartanburg, SC 29303",11:1,Less selective,77
Denver (Men's),11-8-1,0.58,3-2-1,Summit League,Colorado,Denver,Bobby Muuss,336-577-4717,Pioneers,Conference Standing: 1,"JR,FR,SR,SO,SR,SR,FR,JR,SR,SO,SR,SO,JR,FR,SR,SO,SR,JR,SO,FR,JR,FR,JR,FR,SO,SR,FR",32,25,"A medium-sized, 4-year, public university. This coed college is located in a very large city in an urban setting and is primarily a commuter campus. It offers bachelor's, master's and doctoral degrees.",www.ucdenver.edu,Medium-sized,"13,010","$10,389","$29,319","1380 Lawrence Street, Suite 1000, Denver, CO 80217",16:1,Somewhat selective,69
Eastern Illinois (Men's),3-13-1,0.19,1-4-1,Summit League,Illinois,Charleston,Mark Hansen,217-581-6442,Panthers,Conference Standing: 7,"FR,FR,JR,FR,FR,JR,JR,JR,SR,SR,FR,JR,FR,SR,FR,JR,SR,SO,SO,SO,SR,SO,SR,SO,FR,FR,FR,JR",18,31,"A medium-sized, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers bachelor's and master's degrees.",www.eiu.edu,Medium-sized,"7,640","$11,108","$28,088","600 Lincoln Avenue, Charleston, IL 61920",14:1,Very selective,50
IPFW (Men's),6-9-5,0.40,3-3-0,Summit League,Indiana,Fort Wayne,Mike Harper,,Mastodons,Conference Standing: 5,"FR,SR,SO,SR,FR,SR,FR,JR,JR,SR,SO,JR,JR,SO,SO,SO,SO,SO,JR,JR,SO,FR,FR,JR,SO,SO,SR",19,28,"A medium-sized, 4-year, public university and branch campus. This coed college is located in a large city in an urban setting and is primarily a commuter campus. It offers certificate, associate, bachelor's and master's degrees.",www.ipfw.edu,Medium-sized,"12,674","$7,949","$19,092","2101 East Coliseum Boulevard, Fort Wayne, IN 46805",17:1,Less selective,91
IUPUI (Men's),5-8-3,0.38,2-3-1,Summit League,Indiana,Indianapolis,Isang Jacob,317-278-1823,Jaguars,Conference Standing: 6,"FR,SO,SO,SR,SO,SO,SO,FR,FR,FR,JR,JR,FR,SO,FR,FR,SO,SO,JR,SR,FR,SO,FR,FR,SO,JR",19,29,"A large, 4-year, public university. This coed college is located in a very large city in an urban setting and is primarily a commuter campus. It offers certificate, associate, bachelor's, master's and doctoral degrees.",www.iupui.edu,Large,"22,525","$8,909","$30,089","420 University Boulevard, Indianapolis, IN 46202",19:1,Somewhat selective,70
Nebraska-Omaha (Men's),10-5-2,0.67,3-2-1,Summit League,Nebraska,Omaha,Jason Mims,402-554-3381,Mavericks,Conference Standing: 2,"JR,SO,SR,JR,FR,SR,JR,JR,SO,SR,JR,SO,SR,SO,FR,SR,JR,SO,FR,SO,FR,FR",25,14,"A medium-sized, 4-year, public university. This coed college is located in a large city in an urban setting. It offers bachelor's, master's and doctoral degrees.",www.unomaha.edu,Medium-sized,"12,221","$6,632","$17,952","6001 Dodge Street, Omaha, NE 68182",16:1,Less selective,79
Oral Roberts (Men's),7-7-2,0.50,3-2-1,Summit League,Oklahoma,Tulsa,Steve Hayes,918-269-9942,Golden Eagles,Conference Standing: 4,"SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR",23,25,"A medium-sized, 4-year, private university and liberal arts college. This coed college is located in a large city in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.oru.edu,Medium-sized,"2,947","$24,792","$24,792","7777 South Lewis Avenue, Tulsa, OK 74171",15:1,,
Western Illinois (Men's),9-7-3,0.56,3-2-1,Summit League,Illinois,Macomb,Eric Johnson,309-255-1778,Leathernecks,Conference Standing: 3,"SR,SR,FR,JR,JR,SR,SO,JR,JR,SR,SR,JR,SO,SO,JR,FR,FR,JR,SO,SR,JR,JR,FR,SO,FR,SR,FR,FR,FR,FR,SO,SO",22,18,"A medium-sized, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.wiu.edu,Medium-sized,"9,645","$11,283","$15,599","One University Circle, Macomb, IL 61455",15:1,Somewhat selective,70
Appalachian State (Men's),7-8-3,0.47,1-1-1,Sun Belt,North Carolina,Boone,Matt Nelson,,Mountaineers,Conference Standing: 3,"FR,SR,SR,FR,SR,JR,SO,SO,JR,FR,FR,SR,SO,SO,FR,SO,JR,FR,FR,FR,FR,JR,JR",21,25,"A large, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.appstate.edu,Large,"16,255","$6,553","$19,720","287 Rivers Street, Boone, NC 28608",16:1,Somewhat selective,63
Georgia Southern (Men's),8-9-0,0.47,2-1-0,Sun Belt,Georgia,Statesboro,Kevin Kennedy,912-531-0944,Eagles,Conference Standing: 2,"FR,SO,JR,FR,SR,SO,FR,SO,SR,SR,JR,FR,FR,FR,FR,JR,FR,FR,FR,SR,JR,FR,FR,SR",27,31,"A large, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.georgiasouthern.edu,Large,"18,004","$7,318","$20,536","1332 Southern Drive, Statesboro, GA 30458",21:1,Somewhat selective,63
Georgia State (Men's),8-10-0,0.44,0-1-0,Sun Belt,Georgia,Atlanta,Brett Surrency,404-413-4002,Panthers,Conference Standing: 5,"FR,SR,JR,FR,SO,JR,FR,SR,SR,FR,SR,FR,JR,SR,FR,SO,SO,FR,FR,JR,FR,SO,SR,JR,FR,JR",22,28,"A medium-sized, 4-year, public liberal arts college. This coed college is located in a large town in a rural setting and is primarily a commuter campus. It offers associate and bachelor's degrees.",www.sgsc.edu,Medium-sized,"2,611","$3,690","$11,098","100 West College Park Drive, Douglas, GA 31533",26:1,Less selective,100
Hartwick (Men's),6-10-4,0.38,0-0-0,Sun Belt,New York,Oneonta,John Scott,607-431-4712,Hawks,Conference Standing: 6,"SR,SR,SR,JR,SR,JR,SO,SO,SR,SR,SR,SO,JR,SR,JR,JR,SO,SO,SO,SO,SR,SO,SO,SR",23,28,"A small, 4-year, private liberal arts college. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers bachelor's degrees.",www.hartwick.edu,Small,"1,540","$41,440","$41,440","1 Hartwick Drive, Oneonta, NY 13820",11:1,Less selective,90
Howard (Men's),2-15-2,0.12,1-1-1,Sun Belt,District of Columbia,Washington,Michael Lawrence,202-806-7950 Ext.,Bison,Conference Standing: 4,"SR,SR,JR,SR,JR,SR,SR,JR,SR,JR,JR,SR,SR,SR,SR,SR,JR,SR,JR,JR,SR,SR,JR,SR,JR,SR",10,62,"A medium-sized, 2-year, public community college. This coed college is located in a small city in a suburban setting and is primarily a commuter campus. It offers certificate and associate degrees.",www.howardcc.edu,Medium-sized,"10,184","$4,448","$8,288","10901 Little Patuxent Parkway, Columbia, MD 21044",15:1,Open admission,99
NJIT (Men's),7-8-4,0.47,2-2-0,Sun Belt,New Jersey,Newark,Didier Orellana,973-596-5219,Highlanders,Conference Standing: 1,"FR,SO,SO,SR,SO,SO,JR,FR,SR,FR,JR,FR,SR,SR,JR,SO,FR,FR,SO,SR,FR,FR,SO,SO,SR,JR,FR,FR,SO,SR,SO,FR,FR",24,24,"A medium-sized, 4-year, public university. This coed college is located in a large city in an urban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.njit.edu,Medium-sized,"7,550","$15,648","$29,288","323 Martin Luther King Jr. Boulevard, Newark, NJ 07102",18:1,Somewhat selective,63
Gonzaga (Men's),5-12-1,0.29,3-3-1,West Coast,Washington,Spokane,Einar Thorarinsson,509-313-4076,Bulldogs,Conference Standing: 5,"FR,SR,JR,FR,SO,FR,SR,SO,SR,FR,JR,SO,SR,FR,SO,SR,FR,FR,SR,FR,SR,SO,SO,FR,FR",15,30,"A medium-sized, 4-year, private university and liberal arts college. This coed college is located in a large city in an urban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.gonzaga.edu,Medium-sized,"4,837","$37,990","$37,990","502 East Boone Avenue, Spokane, WA 99258",11:1,Somewhat selective,68
Loyola Marymount (Men's),9-4-6,0.69,3-1-3,West Coast,California,Los Angeles,Paul Krumpe,310-338-7640,Lions,Conference Standing: 4,"JR,FR,SO,JR,SR,SR,SO,SR,SR,FR,SO,SR,SR,JR,SR,FR,SO,SO,FR,FR,FR,JR,FR,JR,FR,FR,SR,FR,SR",29,14,"A medium-sized, 4-year, private university. This coed college is located in a very large city in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.lmu.edu,Medium-sized,"6,184","$42,794","$42,794","One LMU Drive, Los Angeles, CA 90045",--,Somewhat selective,53
Pacific (Men's),3-15-0,0.17,1-6-0,West Coast,California,Stockton,Ryan Jorden,,Tigers,Conference Standing: 7,"FR,FR,JR,FR,JR,FR,FR,JR,JR,FR,FR,SO,SO,FR,SO,JR,FR,FR,FR,FR,FR,FR,SO",19,50,"A small, 4-year, private university. This coed college is located in a large town in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.pacificu.edu,Small,"1,840","$40,766","$40,766","2043 College Way, Forest Grove, OR 97116",11:1,Less selective,80
Portland (Men's),4-11-4,0.27,0-6-1,West Coast,Oregon,Portland,Bill Irwin,503-816-8595,Pilots,Conference Standing: 8,"FR,FR,FR,FR,SO,FR,SO,SO,SR,SO,SO,JR,JR,FR,SO,SO,SR,FR,FR,JR,SR,SO,SO,SR,FR,FR,SO,FR",23,29,"A large, 4-year, public university. This coed college is located in a very large city in an urban setting and is primarily a commuter campus. It offers certificate, bachelor's, master's and doctoral degrees.",www.pdx.edu,Large,"22,136","$7,794","$23,319","1835 SW Broadway, Portland, OR 97207",--,Less selective,85
San Diego (Men's),11-6-4,0.65,6-1-0,West Coast,California,San Diego,Seamus McFadden,619-260-2305,Toreros,Conference Standing: 1,"SR,SO,SR,SR,SO,SO,JR,JR,JR,SR,JR,SR,SR,JR,SR,SO,SR,SO,SO,SO,SR,FR,SR",33,21,"A large, 4-year, public university. This coed college is located in a large town in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.ucsd.edu,Large,"23,850","$13,456","$36,334","9500 Gilman Drive, La Jolla, CA 92093",--,,
San Francisco (Men's),11-6-2,0.65,5-2-0,West Coast,California,San Francisco,Erik Visser,415-859-0188,Dons,Conference Standing: 3,"SR,SR,JR,SR,SR,FR,SR,SR,SR,SR,SR,SR,SR,SR,JR,SR,SR,SR,SR,SR,JR,SR,SR,JR,SR,SR,SR,JR",30,21,"A medium-sized, 4-year, private university. This coed college is located in a very large city in an urban setting and is primarily a residential campus. It offers certificate, bachelor's, master's and doctoral degrees.",www.usfca.edu,Medium-sized,"6,845","$42,634","$42,634","2130 Fulton Street, San Francisco, CA 94117",12:1,Somewhat selective,60
Santa Clara (Men's),6-9-4,0.40,2-4-1,West Coast,California,Santa Clara,Cameron Rast,408-836-6163,Broncos,Conference Standing: 6,"SO,JR,SO,SO,FR,SO,JR,SR,JR,SO,JR,JR,SO,SO,SO,SR,SO,SO,JR,FR,JR,SO",21,28,"A medium-sized, 4-year, private university. This coed college is located in a small city in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.scu.edu,Medium-sized,"5,486","$45,300","$45,300","500 El Camino Real, Santa Clara, CA 95053",12:1,Very selective,49
St. Mary's (CA) (Men's),12-5-2,0.71,5-2-0,West Coast,California,Moraga,Adam Cooper,925-457-6384,Gaels,Conference Standing: 2,"JR,SR,JR,JR,SO,JR,SO,JR,SR,SR,JR,SO,JR,SR,SO,SO,SR,FR,SO,SR,JR,FR,FR,JR,FR,FR,FR,FR,FR",29,22,"A medium-sized, 4-year, private liberal arts college. This coed college is located in a large town in a suburban setting and is primarily a residential campus. It offers associate, bachelor's, master's and doctoral degrees.",www.stmarys-ca.edu,Medium-sized,"3,055","$42,930","$42,930","1928 Saint Mary's Road, Moraga, CA 94556",--,Somewhat selective,69
Air Force (Men's),7-7-4,0.50,3-6-1,Western Athletic,Colorado,USAF Academy,Doug Hill,719-333-2174,Falcons,Conference Standing: 8,"SO,SR,FR,JR,SR,SO,JR,SO,SR,JR,SO,JR,SO,SR,JR,SR,SO,FR,JR,SO,SR,FR,SO,FR",20,22,"A 2-year, public community college and technical college. This coed college is located in a small city in a suburban setting and is primarily a commuter campus. It offers certificate and associate degrees.",www.au.af.mil/au/barnes/ccaf/index.asp,,"284,529",,,"100 South Turner Boulevard, Maxwell-Gunter AFB, AL 36114",--,,
CSU Bakersfield (Men's),10-7-5,0.59,3-4-2,Western Athletic,California,Bakersfield,Richie Grant,661-654-2407,Roadrunners,Conference Standing: 7,"SO,JR,FR,SR,FR,SO,SR,JR,SO,JR,SR,JR,FR,SR,FR,SO,FR,SR,FR,SO,SO,FR",39,26,"A medium-sized, 4-year, public university and liberal arts college. This coed college is located in a small city in a suburban setting and is primarily a commuter campus. It offers bachelor's and master's degrees.",www.csub.edu,Medium-sized,"8,724","$6,793","$17,953","9001 Stockdale Highway, Bakersfield, CA 93311",--,,
Grand Canyon (Men's),5-12-3,0.29,2-6-2,Western Athletic,Arizona,Phoenix,Petar Draksin,602-354-6718,Antelopes,Conference Standing: 9,"SO,SO,SO,SR,JR,FR,FR,SO,JR,JR,SR,JR,FR,JR,SO,SR,SR,FR,JR,FR,JR,SR,FR,SO,FR,FR,FR,FR,JR,SR,FR,FR,FR,FR,JR,FR",19,37,"A 4-year, for-profit university. This coed college is located in a very large city in an urban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.gcu.edu,,"31,158","$16,900","$16,900","3300 West Camelback Road, Phoenix, AZ 85017",--,,
Houston Baptist (Men's),3-11-2,0.21,2-8-0,Western Athletic,Texas,Houston,Steve Jones,713-417-8087,Huskies,Conference Standing: 10,"SR,JR,JR,SR,SO,JR,SR,SR,SR,SO,SO,SO,SR,SR,SR,JR,SR,SO,SR",23,38,"A medium-sized, 4-year, private university and liberal arts college. This coed college is located in a very large city in a suburban setting and is primarily a commuter campus. It offers bachelor's and master's degrees.",www.hbu.edu,Medium-sized,"2,288","$29,800","$29,800","7502 Fondren Road, Houston, TX 77074",16:1,Very selective,36
Incarnate Word (Men's),7-10-1,0.41,5-2-1,Western Athletic,Texas,San Antonio,Vincent Martinez,210-841-7396,Cardinals,Conference Standing: 5,"SO,SO,SR,SO,SR,SR,SR,SR,SR,SR,SO,SR,JR,JR,SR,SR,SR,SR,SR,SR,JR,SR,JR,SO,SO,SO,SO,SO,JR,SO,SO",26,26,"A medium-sized, 4-year, private university. This coed college is located in a very large city in an urban setting and is primarily a commuter campus. It offers associate, bachelor's, master's and doctoral degrees.",www.uiw.edu,Medium-sized,"6,496","$27,798","$27,798","4301 Broadway, San Antonio, TX 78209",14:1,Less selective,93
San Jose State (Men's),6-11-2,0.35,4-4-2,Western Athletic,California,San Jose,Simon Tobin,661-332-6588,Spartans,Conference Standing: 6,"JR,SO,JR,SO,SR,SO,SO,JR,FR,SO,SO,FR,SR,SO,FR,SO,SO,SR,JR,SR,JR",28,31,"A large, 4-year, public university and liberal arts college. This coed college is located in a very large city in an urban setting and is primarily a commuter campus. It offers bachelor's and master's degrees.",www.sjsu.edu,Large,"26,664","$7,323","$18,483","One Washington Square, San Jose, CA 95192",--,Somewhat selective,60
Seattle (Men's),11-5-3,0.69,5-2-2,Western Athletic,Washington,Seattle,Peter Fewing,206-296-5498,Redhawks,Conference Standing: 2,"JR,SR,SR,JR,SO,FR,SO,SO,JR,SR,SR,SR,SO,FR,JR,SO,FR,SO,FR,SO,FR,SO,FR,FR,FR,FR,JR,JR,FR,SO,FR",31,23,"A medium-sized, 4-year, private university. This coed college is located in a very large city in an urban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.seattleu.edu,Medium-sized,"4,511","$39,690","$39,690","901 12th Avenue, Seattle, WA 98122",12:1,Somewhat selective,73
Texas Pan-American (Men's),0-0-0,NaN,0-0-0,Western Athletic,Texas,,,,,Conference Standing: 11,,0,0,"A large, 4-year, public university. This coed college is located in a small city in a suburban setting and is primarily a commuter campus. It offers bachelor's, master's and doctoral degrees.",www.utpa.edu,Large,"18,200","$6,134","$17,183","1201 West University Drive, Edinburg, TX 78539",--,Somewhat selective,63
UMKC (Men's),8-10-2,0.44,5-4-1,Western Athletic,Missouri,Kansas City,Rick Benben,816-769-4565,Kangaroos,Conference Standing: 4,"SR,SR,SO,JR,JR,FR,JR,SR,SR,SR,JR,SR,FR,FR,SO,FR,FR,SO,JR,JR,FR,JR,FR,SR,JR,SO,FR",23,28,"A medium-sized, 4-year, public university. This coed college is located in a large city in an urban setting and is primarily a commuter campus. It offers bachelor's, master's and doctoral degrees.",www.umkc.edu,Medium-sized,"10,462","$9,476","$23,908","5115 Oak Street, Kansas City, MO 64110",14:1,Somewhat selective,64
UNLV (Men's),14-5-3,0.74,7-2-1,Western Athletic,Nevada,Las Vegas,Richard Ryerson,702-556-9001,Rebels,Conference Standing: 1,"SO,SR,JR,FR,JR,SR,FR,JR,JR,JR,JR,JR,SR,SR,SR,JR,FR,FR,SO,SR,FR,SR,SR,FR,JR",44,26,"A large, 4-year, public university. This coed college is located in a very large city in an urban setting and is primarily a commuter campus. It offers certificate, bachelor's, master's and doctoral degrees.",www.unlv.edu,Large,"23,813","$6,590","$20,500","4505 Maryland Parkway, Box 451021, Las Vegas, NV 89154",22:1,Less selective,87
